"","review_count","stars","attributes.RestaurantsAttire","attributes.RestaurantsTakeOut","attributes.BusinessAcceptsCreditCards","attributes.NoiseLevel","attributes.GoodForKids","attributes.RestaurantsReservations","attributes.RestaurantsGoodForGroups","attributes.RestaurantsPriceRange2","attributes.HasTV","attributes.BikeParking","attributes.RestaurantsDelivery","attributes.OutdoorSeating","attributes.Caters","attributes.WiFi","city","attributes.BusinessParking.garage","attributes.BusinessParking.street","attributes.BusinessParking.validated","attributes.BusinessParking.lot","attributes.BusinessParking.valet","attributes.GoodForMeal.dessert","attributes.GoodForMeal.latenight","attributes.GoodForMeal.lunch","attributes.GoodForMeal.dinner","attributes.GoodForMeal.brunch","attributes.GoodForMeal.breakfast","attributes.Ambience.touristy","attributes.Ambience.hipster","attributes.Ambience.romantic","attributes.Ambience.divey","attributes.Ambience.trendy","attributes.Ambience.upscale","attributes.Ambience.classy","attributes.Ambience.casual","Mon","Tue","Wed","Thu","Fri","Sat","Sun","Pos_Rev_rate"
"246",14,4.5,"casual","True","True","average","True","True","True","2","False","True","False","False","False","free","Stoughton","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,8,8,8,13,13,5,1
"247",34,3,"casual","True","True","loud","False","False","True","1","True","True","True","True","False","free","Monona","False","False","False","True","False","False","False","False","False","False","False","None","False","None","None","False","False","None","True",15,15,15,15,15.25,16.25,17,0.794117647058823
"248",81,3,"casual","True","True","average","True","True","True","2","True","True","True","True","True","free","Fitchburg","False","False","False","True","False","False","False","False","True","False","False","False","False","True","False","False","False","True","True",11,11,11,11,12,12,11,0.765432098765432
"249",35,3.5,"casual","True","True","average","False","False","True","1","True","True","False","False","False","free","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False","False","False","True",15,15,15,15,15.5,18.5,18,0.885714285714286
"250",206,4,"casual","True","True","average","True","True","True","2","False","True","True","True","True","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",5,5,5,5,5,5,5,0.898058252427185
"251",62,3,"casual","True","True","average","True","True","True","2","True","True","None","True","True","free","Verona","False","False","False","True","False","False","False","True","True","True","False","False","False","False","False","False","False","False","True",24,10,10,10,11,12,10,0.661290322580645
"252",12,3.5,"casual","True","False","very_loud","False","False","True","1","True","True","False","False","False","free","Verona","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15.5,15.5,13,0.583333333333333
"253",46,4.5,"casual","True","True","average","True","False","True","2","False","True","False","False","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","True","True",10,10,10,10,10.5,10.5,10,0.91304347826087
"254",66,4.5,"casual","True","True","average","True","False","True","2","True","True","False","False","True","free","DeForest","False","None","False","None","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10,10,10,11,11,11,0.924242424242424
"255",141,4.5,"casual","True","False","average","False","False","True","1","True","False","False","True","False","no","Sun Prairie","False","False","False","True","False","False","False","True","True","False","False","False","False","False","True","False","False","False","False",13,13,13,13,13,13,13,0.858156028368794
"256",216,3.5,"casual","True","True","average","True","True","True","2","False","True","True","True","True","free","Madison","True","True","False","True","False","False","False","False","True","False","False","False","False","False","False","True","False","True","True",24,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,13,11.3210930442638,0.898148148148148
"257",46,3.5,"casual","True","True","average","True","True","True","2","True","False","False","False","True","free","McFarland","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",6,6,6,6,6,6,6,0.847826086956522
"258",208,3,"casual","True","True","very_loud","False","False","True","1","True","True","True","True","True","free","Madison","True","True","False","False","False","False","True","False","False","False","False","None","False","False","None","False","False","False","True",15,15,15,15,15,15,15,0.600961538461538
"259",5,4,"casual","True","False","average","True","False","True","1","True","True","False","False","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.8
"260",180,3.5,"casual","True","True","quiet","True","True","True","2","True","True","False","True","True","no","Fitchburg","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",10,10,10,10,11,11,11.3210930442638,0.844444444444444
"261",111,3.5,"casual","True","True","average","True","False","True","1","True","True","False","True","True","no","Madison","False","False","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","True",18,18,18,18,19,19,18,0.747747747747748
"262",95,3,"casual","True","True","average","True","True","True","2","True","True","True","True","True","free","Madison","False","False","False","True","False","None","False","True","True","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,11,0.621052631578947
"263",70,3,"casual","True","True","average","False","False","True","2","True","True","True","True","False","free","Madison","False","True","False","True","False","False","True","False","True","False","False","False","None","False","False","False","False","False","True",14,14,14,14,14.5,14.5,14,0.757142857142857
"264",8,4,"casual","True","True","average","True","False","True","2","True","True","False","False","False","free","Oregon","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",16.5,16.5,16.5,16.5,16.5,16.5,9,0.625
"265",24,3,"casual","True","True","loud","False","False","True","1","True","False","False","False","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,7,9,9,9.5,12.2494266055046,7.5,0.666666666666667
"266",195,3.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Middleton","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",24,13,13,13,15.5,15.5,11,0.917948717948718
"267",51,2.5,"casual","True","True","average","True","False","True","2","True","True","True","False","True","free","Madison","False","False","False","True","False","False","False","False","False","False","False","None","None","False","False","None","False","False","True",13,13,13,13,14,14,12,0.568627450980392
"268",16,2.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",14,14,14,14,14,14,11.3210930442638,0.5625
"269",89,2.5,"casual","True","True","average","True","None","True","2","True","True","False","True","False","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",5,5,5,5,10,10,11,0.584269662921348
"270",316,4,"casual","True","True","quiet","True","True","True","2","False","True","False","True","False","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","True","False","False","False","False","True","True",13.7625524769102,10,10,10,10,10,5,0.85126582278481
"271",112,4,"casual","True","True","average","False","True","True","3","False","True","False","False","False","no","Middleton","False","True","False","False","False","False","False","False","True","False","False","False","False","True","False","False","False","False","False",24,4,4,4,5,5,11.3210930442638,0.839285714285714
"272",45,3.5,"casual","True","True","average","True","False","True","2","True","True","False","True","True","free","Stoughton","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",7,10.8095518867925,7,7,8,13,8,0.777777777777778
"273",104,3,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Cottage Grove","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",24,10,10,10,11,11,10,0.701923076923077
"274",79,3,"casual","False","True","very_loud","False","False","True","1","True","True","False","False","False","no","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",18,15,15,15,15.5,15.5,7,0.645569620253165
"275",44,4,"casual","True","True","very_loud","False","False","True","1","True","True","False","True","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False",11,11,11,11,11.5,12.5,14,0.818181818181818
"276",73,2,"casual","False","True","very_loud","False","False","True","1","True","True","False","True","False","free","Madison","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15.5,15.5,15,0.383561643835616
"277",438,4,"casual","True","True","average","False","False","True","2","True","True","False","True","False","free","Madison","True","True","False","False","False","False","None","True","True","False","False","False","False","False","False","False","False","False","True",12,15,15,15,15.5,15.5,11.3210930442638,0.812785388127854
"278",31,3.5,"casual","True","True","average","False","False","True","1","True","True","False","True","False","free","Middleton","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",14.5,14.5,14.5,14.5,15,14.5,14,0.870967741935484
"279",159,3.5,"casual","True","True","average","True","True","True","2","True","True","True","True","True","free","Fitchburg","False","True","False","True","False","False","False","True","True","None","False","False","False","False","False","False","False","True","True",12,12,13,13,14.5,14.5,12,0.786163522012579
"280",9,4.5,"casual","False","True","average","True","True","True","2","False","False","False","False","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",8,10.8095518867925,8,8,8,15,11.3210930442638,1.11111111111111
"281",26,3.5,"casual","True","True","average","True","False","True","2","True","True","False","True","True","free","Fitchburg","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15,15,14,0.846153846153846
"282",161,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Madison","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.75,10.75,10.75,12.5,12.5,10.75,0.850931677018634
"283",17,4,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",10,10,10,10,11,13,5,0.941176470588235
"284",84,4,"casual","True","True","average","True","False","False","2","True","True","False","False","False","no","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","True","False","False","False","False",13,13,13,13,14,13,9,0.833333333333333
"285",140,4,"casual","False","True","loud","False","False","True","2","True","True","False","True","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","True","False","False","False","False","True","False",12,12,12,12,12.5,9.5,6,0.85
"286",6,5,"casual","False","True","average","True","False","True","2","True","True","False","True","False","free","Fitchburg","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",17,17,17,17,17,17,17,1.16666666666667
"287",41,4,"casual","True","True","average","True","True","True","2","True","False","True","True","True","free","Sun Prairie","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True",11,11,11,11,11,11,11,0.804878048780488
"288",3,4.5,"casual","True","True","average","True","False","True","3","True","True","True","True","True","free","Mount Horeb","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",14.5,14.5,14.5,14.5,14.5,14.5,14.5,1.33333333333333
"289",85,3,"casual","True","True","very_loud","False","True","True","2","True","False","True","True","True","free","Middleton","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","True","False","False","True",8,9,9,9,15,15,12,0.682352941176471
"290",108,3,"casual","True","True","average","True","True","True","2","False","True","False","False","True","free","Middleton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",24,5.5,5.5,5.5,6,6,5,0.740740740740741
"291",60,4,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Fitchburg","False","False","False","True","False","False","False","False","True","False","False","False","None","False","False","None","False","False","True",10,10,10,10,12.5,10.5,10,0.883333333333333
"292",289,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","True","no","Fitchburg","False","False","False","True","False","False","False","None","True","None","False","False","False","False","False","False","False","True","False",10,10,10,10,10,10,4,0.865051903114187
"293",133,3.5,"casual","True","True","loud","True","False","True","2","True","True","False","False","True","no","Madison","False","True","False","True","False","None","False","None","True","False","False","False","False","False","False","False","False","False","True",6,6,6,6,8,12,10,0.744360902255639
"294",203,3,"casual","True","True","average","True","False","True","2","True","True","False","True","False","no","Madison","True","True","True","False","False","False","False","False","True","False","False","False","False","None","False","False","None","None","True",11,11,11,11,12,12,11,0.714285714285714
"295",225,3.5,"dressy","False","True","average","False","True","True","3","True","True","False","True","False","no","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",4,4,4,4,5,5,5,0.804444444444444
"296",8,4.5,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Verona","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",24,11,11,11,12,12,11,1
"297",148,4,"dressy","True","True","average","False","True","True","3","True","True","True","True","True","free","Madison","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",4.5,4.5,4.5,4.5,5.5,5.5,4.5,0.891891891891892
"298",85,2,"casual","True","True","loud","True","False","True","2","True","True","True","True","False","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",13,13,13,13,13,13,13,0.435294117647059
"299",56,3.5,"casual","True","True","average","True","False","True","2","True","True","False","True","True","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.839285714285714
"300",25,2.5,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Verona","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",24,10,10,10,11,11,11,0.68
"301",43,4.5,"casual","True","True","average","True","True","False","2","True","True","False","True","True","free","McFarland","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",5.5,5.5,5.5,5.5,5.5,5.5,6,1.02325581395349
"302",5,3.5,"casual","True","True","average","False","False","True","2","True","True","False","False","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.6
"303",117,4,"casual","True","True","average","True","True","True","2","True","True","True","False","True","no","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,5,5,5,5,5,5,0.914529914529915
"304",74,3,"casual","True","True","quiet","True","False","True","2","True","True","True","False","False","free","Madison","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",10,10,10,10,11,11,10,0.662162162162162
"305",478,4.5,"casual","False","True","average","False","True","True","3","False","True","False","True","True","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",8.5,8.5,8.5,8.5,9,8,4.5,0.914225941422594
"306",16,3.5,"casual","True","True","quiet","True","False","True","1","True","True","False","False","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,4.5,4.5,11.3210930442638,0.8125
"307",212,4,"dressy","False","True","average","False","True","True","3","False","True","False","True","True","free","Madison","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True","True","False",13.7625524769102,4,4,5,6,6,4,0.905660377358491
"308",44,2.5,"casual","True","True","average","True","False","True","2","True","True","True","True","False","free","Madison","False","False","False","True","False","True","False","True","True","False","False","False","False","False","False","False","False","False","True",15,15,15,15,15,15,15,0.568181818181818
"309",64,3.5,"casual","True","True","average","True","True","True","2","True","True","True","True","False","free","Middleton","False","False","False","True","False","True","False","True","True","False","False","False","None","False","False","None","False","False","True",12,12,12,12,12,13,12,0.71875
"310",120,4.5,"casual","True","True","average","False","False","False","2","True","True","False","False","False","free","Madison","False","True","False","False","False","True","None","None","True","True","True","False","False","False","False","False","False","True","True",24,8,8,9,14,15.5,5,0.925
"311",17,3.5,"casual","True","True","average","False","False","True","1","True","True","False","False","False","free","Madison","False","True","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",15.5,15.5,15.5,15.5,15.5,15.5,17.5,0.705882352941177
"312",291,4,"casual","True","True","average","False","False","True","2","False","True","False","True","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",13,13,13,13,15.5,15.5,11,0.810996563573883
"313",217,3.5,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Sun Prairie","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",11,11,11,11,11,11,12,0.824884792626728
"314",63,3.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Sun Prairie","False","False","False","None","False","False","False","False","False","False","False","None","False","False","False","None","False","None","True",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.746031746031746
"315",28,4.5,"casual","True","True","average","True","False","True","2","True","True","True","True","False","free","Madison","False","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",24,6.5,5,9,9,13,11,0.892857142857143
"316",48,3.5,"casual","True","True","average","True","False","True","2","True","True","False","False","False","free","Middleton","None","False","None","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",10,11,11,11,11,11,10,0.770833333333333
"317",8,4,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Madison","False","True","False","True","False","False","False","False","False","False","False","False","False","None","False","False","False","None","True",5,5,5,5,5,5,4,1
"318",43,4,"casual","True","True","average","True","False","True","1","True","True","True","True","False","free","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",24,11,11,13,15,15,11,0.930232558139535
"319",17,4,"casual","True","True","average","True","True","True","2","True","True","False","False","False","free","Madison","False","True","False","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False",8,8,8,8,9,9,8,0.823529411764706
"320",145,3.5,"casual","True","True","loud","False","False","True","2","True","True","True","True","False","free","Madison","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","True",13.7625524769102,10,10,10,10.5,16.5,5,0.806896551724138
"321",11,4,"casual","True","True","average","True","True","True","2","True","True","False","False","True","paid","Madison","True","True","False","True","True","False","False","False","False","False","False","False","False","False","False","False","False","False","False",17.5,17.5,17.5,17.5,19.5,19,16,0.909090909090909
"322",35,4,"casual","True","True","average","True","True","True","1","True","True","False","False","True","free","Monona","False","False","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","True",9,9,9,9,15,9,9,0.914285714285714
"323",214,3.5,"casual","True","True","loud","True","True","True","2","False","True","False","True","False","free","Madison","False","False","False","True","False","False","True","False","None","False","False","None","False","False","False","False","False","False","True",13.7625524769102,7,7,9,11.5,11.5,7,0.714953271028037
"324",99,4,"casual","True","True","average","True","False","True","1","True","False","True","False","True","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,11.3210930442638,0.898989898989899
"325",29,3.5,"casual","True","False","loud","False","False","True","1","True","True","False","True","False","free","Madison","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True","False","False","False","False",20,20,20,20,20,20,14,0.793103448275862
"326",149,3.5,"casual","True","True","loud","True","True","True","2","True","False","False","False","False","no","Madison","False","None","False","True","False","False","False","False","True","False","False","False","False","False","True","False","False","False","True",4,4,5,5,5.5,5,11.3210930442638,0.812080536912752
"327",213,3,"casual","True","True","average","True","True","True","2","True","True","True","True","False","no","Madison","False","False","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",10,10,10,10,11,11,10,0.732394366197183
"328",20,4,"casual","True","True","average","True","True","True","1","True","True","False","True","True","free","Sun Prairie","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",16,16,16,10,16.5,16.5,16,0.95
"329",97,2.5,"casual","True","True","very_loud","True","False","True","2","True","True","False","True","False","free","Middleton","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",24,24,24,24,24,24,24,0.587628865979381
"330",38,3.5,"casual","True","True","average","True","False","True","1","True","False","False","True","False","no","Madison","False","False","False","True","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.894736842105263
"331",245,4.5,"casual","True","True","average","False","False","True","2","True","True","False","False","False","no","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",5,5,5,5,6,6,4,0.963265306122449
"332",230,4,"casual","True","True","average","True","True","True","2","True","True","True","True","True","free","Madison","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",24,4,4,4,5,5,11.3210930442638,0.9
"333",4,3.5,"casual","True","True","average","True","False","True","1","True","False","False","True","False","free","Waunakee","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",14,14,14,14,14,14,14,0.75
"334",276,4,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Mount Horeb","False","True","False","False","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",24,10,10,10,11,11,9,0.833333333333333
"335",110,4,"casual","True","True","average","True","True","True","1","True","True","False","False","True","free","Madison","False","False","False","False","False","None","None","True","True","False","None","False","None","False","None","None","False","False","True",24,10,10,10,11,11,10,0.9
"336",76,4,"casual","True","True","average","False","False","True","1","True","True","False","False","False","no","Madison","False","True","False","False","False","False","True","False","False","False","False","False","False","False","True","False","False","False","False",16,16,16,16,17.5,17.5,17,0.723684210526316
"337",7,3,"casual","True","True","average","True","False","True","2","True","False","False","False","False","free","Monona","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",9,9,9,9,9,13,13,0.857142857142857
"338",91,3,"casual","True","True","average","True","True","True","2","True","True","False","True","True","free","Sun Prairie","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",11,11,11,12,12,13,12,0.681318681318681
"339",126,4.5,"casual","True","True","average","True","False","False","1","False","True","False","True","True","free","Madison","False","True","False","True","False","False","False","True","False","True","True","False","True","False","False","False","False","False","True",13.5,13.5,13.5,13.5,13.5,12.5,12.5,0.976190476190476
"340",78,2.5,"casual","True","True","average","True","True","True","2","True","True","True","True","True","free","Madison","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",11,11,11,11,11.5,11.5,10,0.576923076923077
"341",194,3.5,"casual","True","True","average","True","True","True","2","True","True","True","False","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",11,11,11,11,11.5,11.5,11,0.778350515463918
"342",13,4.5,"casual","True","True","quiet","False","False","True","2","True","True","False","False","False","free","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False",11,11,11,11,11,14,13,0.846153846153846
"343",16,4,"casual","True","True","average","True","True","True","2","True","True","False","False","False","free","Madison","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",6.5,6.5,6.5,6.5,6.5,6.5,6.5,0.875
"344",44,4,"casual","False","False","average","False","False","True","1","True","True","False","True","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","True",10.5,10.5,10.5,10.5,12.5,10.5,8.5,0.795454545454545
"345",73,4,"casual","True","True","average","False","False","True","2","False","True","False","False","False","free","Madison","True","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,5,11,11,13,13,11.3210930442638,0.726027397260274
"346",34,4,"casual","False","True","average","False","True","True","3","True","True","False","False","True","free","Mount Horeb","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","True","False",13.7625524769102,5,5,5,5,5,11.3210930442638,0.911764705882353
"347",35,4,"casual","True","True","average","True","True","True","2","True","True","False","False","True","free","Madison","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",24,6,6,6,8,13,10,0.885714285714286
"348",241,3.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Middleton","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",12,12,12,12,13,15,14,0.850622406639004
"349",11,4,"casual","True","True","loud","False","False","True","1","True","True","False","True","False","free","Waunakee","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.727272727272727
"350",34,3.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","no","Stoughton","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",19,19,19,19,19.5,19.5,19,0.852941176470588
"351",26,3,"casual","True","True","very_loud","True","True","True","2","True","True","False","False","False","free","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",7,6,6,6,6,19.5,6,0.615384615384615
"352",3,4,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Mount Horeb","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.666666666666667
"353",28,3.5,"casual","True","True","average","True","True","True","2","True","False","False","True","False","free","Cross Plains","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",15,15,15,15,16,16,11.3210930442638,0.892857142857143
"354",3,3.5,"casual","True","True","average","False","False","True","1","True","True","False","True","False","free","Cross Plains","False","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",15,15,15,15,15,17,9,1
"355",565,4,"casual","True","True","average","True","False","True","2","False","True","True","True","True","no","Madison","False","True","False","True","False","None","False","True","None","True","True","False","False","False","False","False","False","True","True",14,14,14,14,15,14.5,13.5,0.869026548672566
"356",34,3,"casual","True","True","average","True","False","True","2","True","True","False","True","True","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","True","True",13,13,13,13,13,14,15,0.647058823529412
"357",30,2.5,"casual","True","True","average","True","False","True","2","True","True","False","True","False","free","Madison","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",3,3,3,3,4,4,2,0.533333333333333
"358",10,3,"casual","True","True","very_loud","True","False","True","2","True","True","False","True","False","free","Sun Prairie","False","False","False","True","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",15,15,15,15,16,14,7,0.6
"359",116,4.5,"casual","True","True","average","True","False","True","2","True","True","True","False","False","free","Madison","False","True","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",15,11,15,15,15.5,15.5,11,0.870689655172414
"360",116,3,"casual","False","True","quiet","False","True","True","3","True","True","False","True","False","free","Madison","False","False","True","False","True","False","False","False","False","False","False","False","False","False","False","False","False","True","False",4.5,4.5,4.5,4.5,4.5,4.5,4.5,0.698275862068966
"361",82,4,"casual","True","True","average","True","False","True","1","True","True","True","False","False","no","Madison","True","False","False","True","False","False","False","True","True","None","None","False","False","False","True","False","False","False","True",14,14,14,14.5,14.5,14.5,11.3210930442638,0.865853658536585
"362",21,4,"casual","True","True","average","True","False","True","2","True","True","False","True","True","free","Madison","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","False","True","False",10.5,10.5,10.5,10.5,11,11,11,0.952380952380952
"363",17,4,"casual","True","True","average","True","True","True","2","True","True","False","True","False","free","Madison","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","True",24,24,24,24,24,24,24,0.941176470588235
"364",88,4,"casual","True","True","average","True","False","True","3","True","True","False","False","False","free","Madison","True","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False",24,8.5,8.5,8.5,12,11,5,0.852272727272727
"365",18,2.5,"casual","True","True","very_loud","True","False","True","2","True","True","False","False","False","no","Madison","False","True","False","False","False","False","False","False","True","False","False","False","False","False","False","True","False","False","False",13.7625524769102,7,4.5,7.5,5.5,5.5,11.3210930442638,0.444444444444444
"366",50,2.5,"casual","True","True","average","True","False","True","2","True","True","True","False","False","free","Monona","False","False","False","False","False","False","False","True","False","False","False","False","False","False","False","False","False","False","True",11,11,11,11,12,12,11,0.62
"367",75,4.5,"casual","True","True","average","True","True","True","2","True","True","False","False","True","no","McFarland","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",11,11,11,11,11,11,11,0.946666666666667
"368",53,3,"casual","True","True","average","True","True","True","2","True","True","False","True","False","no","Sun Prairie","False","False","False","True","False","False","False","True","True","False","False","False","False","False","False","False","False","False","True",13.7625524769102,10.8095518867925,10.8703533026114,11.0355122324159,11.7995444191344,12.2494266055046,11.3210930442638,0.754716981132076
